bandwith.googActualEncBitrate,bandwith.googAvailableSendBandwidth,bandwith.googAvailableReceiveBandwidth,bandwith.googRetransmitBitrate,bandwith.googTargetEncBitrate,bandwith.googTransmitBitrate,result.video.send.availableBandwidth,result.video.recv.availableBandwidth,result.results.packetsLost,result.results.packetsReceived,result.results.googTargetDelayMs,result.results.googCurrentDelayMs,result.results.googJitterBufferMs
1733832,3096375,0,0,1700000,1814160,433.0,0,32,284505,138,138,86
1685576,3096375,0,0,1700000,1750064,435.1,0,32,284758,138,138,84
1659728,3096375,0,0,1700000,1761048,437.9,0,32,284963,138,138,86
1688776,3096375,0,0,1700000,1747888,432.7,0,32,285175,138,138,82
1647184,3100462,0,0,1700000,1740952,428.8,0,32,285396,138,138,80
1630232,3100462,0,0,1700000,1755368,434.9,0,32,285624,138,138,77
1714816,3100462,0,0,1700000,1731640,440.9,0,32,285858,138,138,76
1709392,3104359,0,0,1700000,1767424,437.4,0,32,286100,138,138,73
1722536,3104359,0,0,1700000,1782304,433.7,0,32,286352,138,138,71
1707192,3104359,0,0,1700000,1761024,434.3,0,32,286606,138,138,68
1625768,3104359,0,0,1700000,1710680,429.0,0,32,286862,138,138,66
1708824,3104359,0,0,1700000,1804320,446.4,0,32,287126,138,138,67
1722808,3104359,0,0,1700000,1724048,444.6,0,32,287401,138,138,66
1728432,3104359,0,0,1700000,1758944,424.0,0,32,287717,138,138,58
1757800,3104359,0,0,1700000,1801864,454.9,0,32,288102,138,138,51
1665136,3104359,0,0,1700000,1748672,438.7,0,32,288523,138,138,45
1615624,3104359,0,0,1700000,1702912,428.3,0,32,288942,138,138,43
1742216,3104359,0,0,1700000,1774008,455.1,0,32,289374,138,138,42
1743776,3104359,0,0,1700000,1788080,449.6,0,32,289796,138,138,41
1701776,3108030,0,0,1700000,1728616,438.7,0,32,290196,138,138,41
1680640,3108030,0,0,1700000,1722296,432.5,0,32,290609,138,138,42
1651864,3108030,0,0,1700000,1738144,434.0,0,32,291027,138,138,46
1713304,3108030,0,0,1700000,1761736,442.7,0,32,291447,138,138,55
1715584,3108030,0,0,1700000,1709592,427.5,0,32,291853,138,138,58
1664136,3108030,0,0,1700000,1787336,438.6,0,32,292235,138,138,61
1684808,3108030,0,0,1700000,1742824,439.8,0,32,292579,138,138,65
1675888,3108030,0,0,1700000,1764560,440.0,0,32,292893,138,138,69
1690344,3108030,0,0,1700000,1790360,432.9,0,32,293189,138,138,70
1676480,3108030,0,0,1700000,1757976,440.2,0,32,293437,138,138,73
1731032,3108030,0,0,1700000,1824184,436.5,0,32,293693,138,138,69
1702048,3108030,0,0,1700000,1783768,442.4,0,32,293956,153,153,71
1655896,3108030,0,0,1700000,1774256,431.5,0,32,294221,153,153,72
1710056,3108030,0,0,1700000,1770064,441.1,0,32,294485,153,153,71
1677872,3108030,0,0,1700000,1761120,436.7,0,32,294755,153,153,69
1671512,3108030,0,0,1700000,1746752,439.3,0,32,295012,153,153,67
1642120,3108030,0,0,1700000,1751752,434.5,0,32,295234,153,153,69
1675392,3108030,0,0,1700000,1712600,439.2,0,32,295477,153,153,64
1679768,3108030,0,0,1700000,1764960,443.4,0,32,295766,153,153,57
1723864,3108030,0,0,1700000,1729176,433.9,0,32,296115,153,153,51
1679232,3108030,0,0,1700000,1750184,435.9,0,32,296498,153,153,44
1697232,3108030,0,0,1700000,1759952,434.5,0,32,296869,153,153,44
1685104,3108030,0,0,1700000,1766088,440.2,0,32,297132,153,153,56
1673440,3108030,0,0,1700000,1740040,431.7,0,32,297399,153,153,62
1655328,3108030,0,0,1700000,1750512,433.1,0,32,297632,153,153,64
1630168,3108030,0,0,1700000,1744360,434.8,0,32,297878,153,153,65
1711024,3108030,0,0,1700000,1766488,442.1,0,32,298144,153,153,66
1711320,3108030,0,0,1700000,1741472,439.6,0,32,298389,153,153,65
1704128,3108030,0,0,1700000,1755896,440.9,0,32,298656,153,153,64
1638888,3108030,0,0,1700000,1755272,432.6,0,32,298891,153,153,66
1744920,3108030,0,0,1700000,1837992,449.2,0,32,299160,153,153,67
1686704,3108030,0,0,1700000,1766144,439.3,0,32,299447,153,153,62
1670592,3108030,0,0,1700000,1750712,437.2,0,32,299758,153,153,62
1660320,3108030,0,0,1700000,1743384,430.8,0,32,300020,153,153,61
1692888,3108030,0,0,1700000,1750216,433.9,0,32,300279,153,153,59
1698480,3108030,0,0,1700000,1729456,440.3,0,32,300511,153,153,60
1726192,3108030,0,0,1700000,1779640,436.9,0,32,300758,153,153,58
1694952,3108030,0,0,1700000,1740880,432.8,0,32,301013,153,153,57
1676376,3108030,0,0,1700000,1753720,437.5,0,32,301270,153,153,58
1659168,3108030,0,0,1700000,1747912,433.8,0,32,301529,153,153,58
1748264,3108030,0,0,1700000,1744432,436.4,0,32,301794,153,153,55
1687608,3108030,0,0,1700000,1711400,431.7,0,32,302060,153,153,54
1731456,3108030,0,0,1700000,1718800,436.2,0,32,302347,153,153,49
1623584,3108030,0,0,1700000,1747432,423.4,0,32,302710,153,153,40
1741184,3108030,0,0,1700000,1736216,439.3,0,32,303110,153,153,34
1700272,3108030,0,0,1700000,1745392,437.5,0,32,303531,153,153,30
1688080,3108030,0,0,1700000,1768264,434.4,0,32,303951,153,153,28
1721912,3108030,0,0,1700000,1765456,442.7,0,32,304373,153,153,27
1725192,3108030,0,0,1700000,1751248,439.2,0,32,304786,153,153,27
1705776,3108030,0,0,1700000,1750960,432.9,0,32,305208,153,153,28
1741088,3108030,0,0,1700000,1762776,440.2,0,32,305609,153,153,33
1724888,3108030,0,0,1700000,1761352,436.1,0,32,305996,153,153,39
1686768,3108030,0,0,1700000,1770032,440.0,0,32,306274,137,137,47
1677424,3108030,0,0,1700000,1737032,433.1,0,32,306518,137,137,47
1675040,3108030,0,0,1700000,1750072,433.5,0,32,306790,137,137,49
1722760,3108030,0,0,1700000,1774984,436.3,0,32,307060,137,137,48
1656240,3108030,0,0,1700000,1738744,431.2,0,32,307330,137,137,45
1699856,3108030,0,0,1700000,1747128,434.1,0,32,307608,137,137,43
1725000,3108030,0,0,1700000,1751768,439.3,0,32,307859,137,137,46
1705440,3108030,0,0,1700000,1764184,439.1,0,32,308062,112,112,50
1737416,3108030,0,0,1700000,1744184,435.6,0,32,308237,112,112,52
1658872,3108030,0,0,1700000,1734920,437.8,0,32,308428,112,112,50
1655192,3108030,0,0,1700000,1765704,436.5,0,32,308657,112,112,44
1746192,3108030,0,0,1700000,1720552,432.0,0,32,308916,127,127,40
1676440,3108030,0,0,1700000,1723000,437.8,0,32,309220,127,127,36
1683976,3108030,0,0,1700000,1760384,438.2,0,32,309575,127,127,30
1703320,3108030,0,0,1700000,1796144,431.0,0,32,309966,127,127,25
1670568,3108030,0,0,1700000,1737312,434.2,0,32,310394,127,127,23
1697536,3108030,0,0,1700000,1767928,443.6,0,32,310818,127,127,26
1676184,3108030,0,0,1700000,1752752,432.2,0,32,311200,127,127,31
1709536,3108030,0,0,1700000,1749616,435.2,0,32,311535,127,127,39
1701128,3108030,0,0,1700000,1752432,440.7,0,32,311894,127,127,37
1671384,3108030,0,0,1700000,1766800,434.5,0,32,312303,142,142,35
1668456,3108030,0,0,1700000,1694200,433.1,0,32,312720,142,142,39
1737904,3108030,0,0,1700000,1770672,439.7,0,32,313057,142,142,44
1671152,3124999,0,0,1700000,1728568,432.8,0,32,313381,142,142,48
1727152,3124999,0,0,1700000,1757144,438.6,0,32,313731,142,142,50
1695568,3124999,0,0,1700000,1755152,437.7,0,32,314082,142,142,52
1698016,3124999,0,0,1700000,1759112,442.4,0,32,314394,142,142,53
1811152,3124999,0,0,1700000,1864648,436.8,0,32,314720,142,142,53
1668600,3124999,0,0,1700000,1771128,444.8,0,32,314984,142,142,53
1717936,3124999,0,0,1700000,1726384,438.4,0,32,315261,142,142,53
1697152,3124999,0,0,1700000,1763032,441.1,0,32,315548,142,142,54
1687496,3124999,0,0,1700000,1769920,430.4,0,32,315842,142,142,52
1752416,3124999,0,0,1700000,1809088,453.9,0,32,316142,142,142,51
1727840,3124999,0,0,1700000,1762712,437.5,0,32,316453,142,142,49
1679304,3124999,0,0,1700000,1749632,432.2,0,32,316768,142,142,49
1701592,3124999,0,0,1700000,1760944,434.2,0,32,317091,142,142,50
1681968,3124999,0,0,1700000,1759256,437.0,0,32,317419,142,142,51
1725480,3124999,0,0,1700000,1724584,438.8,0,32,317750,142,142,49
1685176,3124999,0,0,1700000,1712856,432.2,0,32,318074,142,142,47
1712512,3124999,0,0,1700000,1767088,437.1,0,32,318350,142,142,46
1723528,3124999,0,0,1700000,1751104,432.3,0,32,318619,142,142,44
1719160,3124999,0,0,1700000,1762776,442.3,0,32,318891,142,142,40
1661384,3124999,0,0,1700000,1728176,432.0,0,32,319180,142,142,37
1658824,3124999,0,0,1700000,1769480,436.9,0,32,319497,142,142,33
1663808,3124999,0,0,1700000,1732032,432.0,0,32,319820,142,142,32
1686168,3124999,0,0,1700000,1734592,438.3,0,32,320153,142,142,28
1667960,3124999,0,0,1700000,1779992,437.4,0,32,320486,142,142,25
1720304,3124999,0,0,1700000,1787432,434.5,0,32,320830,142,142,24
1728944,3124999,0,0,1700000,1760240,444.2,0,32,321177,142,142,27
1676736,3124999,0,0,1700000,1789840,431.8,0,32,321529,142,142,27
1712488,3124999,0,0,1700000,1748008,438.0,0,32,321865,142,142,31
1681144,3124999,0,0,1700000,1735344,431.6,0,32,322141,142,142,35
1733328,3124999,0,0,1700000,1756240,441.5,0,32,322414,142,142,36
1671656,3124999,0,0,1700000,1758824,435.3,0,32,322681,142,142,40
1713248,3124999,0,0,1700000,1759552,438.6,0,32,322903,142,142,41
1664104,3124999,0,0,1700000,1760160,433.3,0,32,323129,142,142,39
1701144,3124999,0,0,1700000,1755552,433.3,0,32,323368,142,142,37
1667160,3124999,0,0,1700000,1730320,431.3,0,32,323616,142,142,35
1705184,3124999,0,0,1700000,1747984,432.5,0,32,323860,142,142,34
1674488,3124999,0,0,1700000,1765472,434.7,0,32,324122,142,142,33
1719008,3124999,0,0,1700000,1750920,433.0,0,32,324380,142,142,31
1683848,3124999,0,0,1700000,1722408,432.9,0,32,324643,142,142,29
1648080,3124999,0,0,1700000,1728520,426.9,0,32,324911,142,142,28
1666008,3124999,0,0,1700000,1703912,435.7,0,32,325195,142,142,26
1705744,3124999,0,0,1700000,1760504,439.9,0,32,325553,142,142,20
1707736,3124999,0,0,1700000,1758848,440.2,0,32,325934,142,142,19
1687160,3124999,0,0,1700000,1766440,439.0,0,32,326350,142,142,22
1649312,3124999,0,0,1700000,1759016,432.3,0,32,326778,142,142,24
1689872,3124999,0,0,1700000,1760344,434.4,0,32,327141,142,142,31
1708120,3124999,0,0,1700000,1756784,440.6,0,32,327487,142,142,33
1682088,3124999,0,0,1700000,1806416,434.2,0,32,327793,142,142,41
1666048,3124999,0,0,1700000,1756392,435.6,0,32,328088,142,142,40
1692200,3124999,0,0,1700000,1772056,434.2,0,32,328335,142,142,43
1733760,3124999,0,0,1700000,1746368,431.7,0,32,328587,142,142,42
1692800,3124999,0,0,1700000,1770648,436.9,0,32,328830,142,142,42
1649408,3124999,0,0,1700000,1756056,435.9,0,32,329090,142,142,44
1838104,3124999,0,0,1700000,1894776,423.5,0,32,329386,142,142,38
1679528,3124999,0,0,1700000,1747024,441.4,0,32,329717,142,142,35
1723104,3217749,0,0,1700000,1744936,434.7,0,32,329984,119,119,56
1677688,3322946,0,0,1700000,1750592,432.7,0,32,330215,139,139,61
1687184,3322946,0,0,1700000,1743288,434.7,0,32,330488,155,155,55
1666576,3322946,0,0,1700000,1742112,433.8,0,32,330799,172,158,48
1695960,3322946,0,0,1700000,1751024,434.4,0,32,331155,172,172,41
1711584,3322946,0,0,1700000,1767048,433.8,0,32,331552,172,172,35
1685096,3322946,0,0,1700000,1737480,434.2,0,32,331952,172,172,39
1686000,3322946,0,0,1700000,1771248,429.5,0,32,332258,172,172,42
1756008,3322946,0,0,1700000,1712408,434.1,0,32,332524,172,172,42
1713312,3322946,0,0,1700000,1735728,440.6,0,32,332794,172,172,40
1667728,3322946,0,0,1700000,1759144,437.3,0,32,333077,172,172,37
1646000,3322946,0,0,1700000,1741288,438.9,0,32,333319,156,156,42
1716944,3322946,0,0,1700000,1735696,438.4,0,32,333583,156,156,39
1712592,3322946,0,0,1700000,1742656,436.6,0,32,333913,156,156,31
1670368,3322946,0,0,1700000,1737616,431.9,0,32,334270,156,156,24
1704464,3322946,0,0,1700000,1755304,443.3,0,32,334673,156,156,18
1694480,3322946,0,0,1700000,1742760,432.1,0,32,335083,156,156,15
1701912,3322946,0,0,1700000,1754040,436.5,0,32,335488,156,156,16
1734728,3322946,0,0,1700000,1736456,434.2,0,32,335831,156,156,23
1706200,3322946,0,0,1700000,1773464,441.0,0,32,336112,156,156,26
1661984,3322946,0,0,1700000,1751528,432.7,0,32,336403,156,156,30
1650408,3322946,0,0,1700000,1751816,433.7,0,32,336625,140,140,35
1694856,3322946,0,0,1700000,1725776,446.7,0,32,336827,140,140,37
1723360,3322946,0,0,1700000,1778096,436.7,0,32,337083,140,140,37
1707616,3322946,0,0,1700000,1756976,435.2,0,32,337409,140,140,32
1669512,3322946,0,0,1700000,1751704,433.9,0,32,337771,140,140,28
1706672,3322946,0,0,1700000,1756376,439.3,0,32,338129,140,140,30
1697176,3322946,0,0,1700000,1740360,434.6,0,32,338464,140,140,34
1677408,3322946,0,0,1700000,1751632,434.6,0,32,338821,140,140,31
1706176,3322946,0,0,1700000,1753216,440.6,0,32,339223,140,140,31
1682824,3322946,0,0,1700000,1718352,429.5,0,32,339593,140,140,32
1700392,3322946,0,0,1700000,1764168,440.2,0,32,339943,140,140,30
1722912,3322946,0,0,1700000,1752856,434.1,0,32,340328,140,140,27
1679328,3322946,0,0,1700000,1770128,435.3,0,32,340752,140,140,23
1717760,3322946,0,0,1700000,1731392,430.9,0,32,341092,140,140,25
1668552,3322946,0,0,1700000,1732400,430.1,0,32,341463,140,140,29
1632936,1401710,0,0,1265998,1717168,433.6,0,32,341843,140,140,26
1673832,3263428,0,0,1700000,1766248,418.1,0,32,342198,140,140,29
1628176,3263428,0,0,1700000,1722768,432.2,0,32,342551,140,140,33
1656360,3263428,0,0,1700000,1789456,439.5,0,32,342940,140,140,32
1712000,3263428,0,0,1700000,1744512,434.1,0,32,343324,140,140,33
1672976,3263428,0,0,1700000,1740224,440.5,0,32,343675,140,140,36
1696888,3263428,0,0,1700000,1758920,434.6,0,32,344032,140,140,39
1691408,3263428,0,0,1700000,1753680,432.8,0,32,344427,140,140,43
1644048,1487673,0,0,1346993,1636776,419.3,0,32,344747,140,140,48
215144,2545737,0,0,1700000,229528,124.8,0,32,345048,175,151,72
2157664,2729501,0,0,1700000,2217928,548.9,0,32,345498,220,213,63
1654392,2892034,0,0,1700000,1660640,438.1,0,32,345867,236,236,68
1573736,2892034,0,0,1700000,1611352,392.5,0,32,346158,262,262,69
1635952,2892034,0,0,1700000,1706872,418.3,0,32,346455,280,280,66
1663792,2902206,0,0,1700000,1762768,434.3,0,32,346767,280,280,66
1676784,2907124,0,0,1700000,1739728,431.5,0,32,347084,280,280,63
1726288,2907124,0,0,1700000,1737888,440.4,0,32,347353,280,280,62
1727928,2929809,0,0,1700000,1729488,430.9,0,32,347609,280,280,59
1701504,2956044,0,0,1700000,1740368,434.3,0,32,347871,262,262,56
1675952,2956044,0,0,1700000,1708392,429.7,0,32,348138,243,243,56
1704656,2990827,0,0,1700000,1764912,438.4,0,32,348413,223,223,53
1678920,2990827,0,0,1700000,1741416,434.4,0,32,348686,207,207,50
1698760,2999005,0,0,1700000,1746192,434.6,0,32,348965,207,207,47
1685568,2999005,0,0,1700000,1772408,435.6,0,32,349255,188,188,43
1646584,3013830,0,0,1700000,1761728,435.6,0,32,349547,172,172,42
1695048,3013830,0,0,1700000,1748296,435.3,0,32,349848,172,172,38
1669592,3013830,0,0,1700000,1747024,433.4,0,32,350154,172,172,36
1686872,3022657,0,0,1700000,1735528,438.0,0,32,350469,172,172,34
1666680,3044603,0,0,1700000,1753456,435.5,0,32,350741,144,144,38
1709768,3057363,0,0,1700000,1774336,435.8,0,32,350971,144,144,39
1718488,3057363,0,0,1700000,1740808,438.8,0,32,351222,144,144,39
1654888,3064333,0,0,1700000,1758760,437.7,0,32,351479,144,144,37
1713064,3064333,0,0,1700000,1708552,435.9,0,32,351728,144,144,39
1692248,3064333,0,0,1700000,1775656,440.5,0,32,351947,144,144,40
1642128,3064333,0,0,1700000,1744592,433.0,0,32,352190,144,144,37
1707512,3064333,0,0,1700000,1750096,439.7,0,32,352474,144,144,37
1691512,3064333,0,0,1700000,1756168,435.5,0,32,352746,144,144,37
1671544,3064333,0,0,1700000,1764416,433.2,0,32,352996,144,144,38
1727736,3064333,0,0,1700000,1733360,437.6,0,32,353313,144,144,37
1710952,3064333,0,0,1700000,1744288,434.8,0,32,353663,144,144,34
1693200,3064333,0,0,1700000,1762224,440.2,0,32,354051,144,144,28
1658432,3064333,0,0,1700000,1816160,434.8,0,32,354460,144,144,24
1742032,3064333,0,0,1700000,1750072,441.0,0,32,354872,144,144,25
1719200,3064333,0,0,1700000,1760760,433.3,0,32,355228,144,144,31
1691896,3064333,0,0,1700000,1750096,433.9,0,32,355585,144,144,31
1662032,3064333,0,0,1700000,1717176,434.7,0,32,355953,144,144,28
1722416,3064333,0,0,1700000,1748424,440.6,0,32,356324,144,144,25
1705168,3064333,0,0,1700000,1765192,435.0,0,32,356697,144,144,25
1739112,3064333,0,0,1700000,1755512,443.0,0,32,357020,144,144,31
1716840,3064333,0,0,1700000,1711152,429.2,0,32,357349,144,144,33
1685504,3064333,0,0,1700000,1776816,440.5,0,32,357638,144,144,38
1670216,3064333,0,0,1700000,1741320,439.3,0,32,357915,144,144,38
1660512,3064333,0,0,1700000,1736576,434.3,0,32,358265,144,144,36
1699560,3069714,0,0,1700000,1752544,440.8,0,32,358656,144,144,41
1681176,3069714,0,0,1700000,1774624,436.9,0,32,359030,144,144,44
1666184,3069714,0,0,1700000,1719464,430.2,0,32,359353,144,144,46
1635688,3069714,0,0,1700000,1735840,433.7,0,32,359595,144,144,53
1690128,3069714,0,0,1700000,1745784,435.8,0,32,359787,144,144,57
1662552,3069714,0,0,1700000,1752592,433.2,0,32,359979,144,144,53
1688776,3069714,0,0,1700000,1763712,437.4,0,32,360184,144,144,51
1672440,3069714,0,0,1700000,1685984,418.0,0,32,360393,144,144,49
1690376,3069714,0,0,1700000,1777608,451.3,0,32,360605,144,144,48
1691056,3069714,0,0,1700000,1761832,433.9,0,32,360781,144,144,51
1653792,3069714,0,0,1700000,1725752,432.9,0,32,360945,144,144,50
1677304,3069714,0,0,1700000,1749896,432.7,0,32,361067,144,144,55
1642336,3069714,0,0,1700000,1760160,432.8,0,32,361174,144,144,53
1681728,3069714,0,0,1700000,1759792,434.9,0,32,361300,144,144,50
1669472,3069714,0,0,1700000,1746352,436.8,0,32,361452,144,144,47
1646648,3069714,0,0,1700000,1728472,431.3,0,32,361607,144,144,44
1702296,3069714,0,0,1700000,1733448,434.9,0,32,361761,144,144,41
1684376,3069714,0,0,1700000,1731640,438.5,0,32,361918,144,144,38
1679256,3069714,0,0,1700000,1755648,430.6,0,32,362081,144,144,38
1669840,3069714,0,0,1700000,1756960,440.9,0,32,362268,144,144,36
1648520,3069714,0,0,1700000,1743936,433.4,0,32,362483,144,144,34
1724296,3085108,0,0,1700000,1744752,437.6,0,32,362722,144,144,31
1712896,3085108,0,0,1700000,1757952,438.8,0,32,362993,144,144,29
1697464,3085108,0,0,1700000,1741896,433.3,0,32,363309,144,144,23
1675408,3085108,0,0,1700000,1755376,436.2,0,32,363681,144,144,21
1631456,3085108,0,0,1700000,1736640,433.2,0,32,364094,144,144,17
1674544,3085108,0,0,1700000,1739216,442.2,0,32,364511,144,144,18
1717264,3085108,0,0,1700000,1730008,433.6,0,32,364869,144,144,25
1698088,3085108,0,0,1700000,1743384,432.6,0,32,365216,144,144,30
1684720,3085108,0,0,1700000,1736792,432.2,0,32,365539,144,144,30
1720664,3085108,0,0,1700000,1756040,436.4,0,32,365849,144,144,32
1669888,3085108,0,0,1700000,1732512,432.5,0,32,366155,144,144,32
1673208,3085108,0,0,1700000,1731496,434.0,0,32,366470,144,144,33
1663272,3085108,0,0,1700000,1745472,433.7,0,32,366766,144,144,37
1657672,3085108,0,0,1700000,1758336,436.1,0,32,367009,144,144,39
1590032,2473600,0,0,1700000,1651184,421.4,0,32,367252,126,126,42
1654040,2681981,0,0,1700000,1751880,420.0,0,32,367456,126,126,42
1709312,2833917,0,0,1700000,1806912,442.8,0,32,367713,126,126,36
1674872,2892291,0,0,1700000,1774472,434.0,0,32,368000,126,126,30
1679800,2892291,0,0,1700000,1774056,439.9,0,32,368345,126,126,24
1682368,2935855,0,0,1700000,1745336,433.8,0,32,368732,126,126,21
1658768,2935855,0,0,1700000,1731528,433.7,0,32,369139,126,126,16
1678344,2935855,0,0,1700000,1725248,440.4,0,32,369579,126,126,16
1724200,2935855,0,0,1700000,1707968,430.9,0,32,369976,126,126,21
1682960,2970400,0,0,1700000,1719104,437.0,0,32,370215,126,126,60
1709648,2970400,0,0,1700000,1738688,437.0,0,32,370355,126,126,67
1657936,2970400,0,0,1700000,1741320,433.3,0,32,370533,126,126,64
1693352,2970400,0,0,1700000,1767832,434.7,0,32,370754,126,126,60
1730752,2970400,0,0,1700000,1707384,435.4,0,32,371006,126,126,56
1706384,2970400,0,0,1700000,1799480,440.9,0,32,371290,126,126,55
1705904,2994040,0,0,1700000,1761672,435.7,0,32,371603,126,126,54
1666360,2994040,0,0,1700000,1729464,434.4,0,32,371954,141,141,53
1724216,2994040,0,0,1700000,1746056,435.7,0,32,372279,141,141,54
1719632,2994040,0,0,1700000,1731552,435.5,0,32,372553,141,141,58
1683032,2994040,0,0,1700000,1767240,437.9,0,32,372803,141,141,58
1687376,2994040,0,0,1700000,1742528,434.3,0,32,373062,141,141,56
1676688,2994040,0,0,1700000,1685352,424.6,0,32,373325,141,141,54
1697144,2994040,0,0,1700000,1782456,449.3,0,32,373594,141,141,54
1728992,2994040,0,0,1700000,1758744,438.7,0,32,373863,141,141,53
1673568,2994040,0,0,1700000,1723456,432.6,0,32,374088,115,115,56
1653168,2994040,0,0,1700000,1749976,432.4,0,32,374298,115,115,57
1738080,2994040,0,0,1700000,1772496,443.5,0,32,374518,115,115,54
1690456,2994040,0,0,1700000,1746544,433.4,0,32,374748,115,115,53
1676768,2994040,0,0,1700000,1765232,434.9,0,32,374980,115,115,50
1702424,2994040,0,0,1700000,1753056,445.9,0,32,375221,115,115,48
1682232,3029736,0,0,1700000,1774704,434.5,0,32,375466,115,115,47
1754464,3029736,0,0,1700000,1714720,436.2,0,32,375722,115,115,46
1706096,3029736,0,0,1700000,1755040,436.9,0,32,375980,115,115,46
1720672,3029736,0,0,1700000,1734496,437.4,0,32,376241,115,115,46
1700744,3029736,0,0,1700000,1728664,434.1,0,32,376522,115,115,44
1717696,3029736,0,0,1700000,1688776,431.3,0,32,376860,115,115,39
1691280,3029736,0,0,1700000,1736472,439.3,0,32,377251,115,115,34
1748168,3029736,0,0,1700000,1732688,440.4,0,32,377658,115,115,30
1697368,3061620,0,0,1700000,1748256,438.4,0,32,378041,115,115,30
1673184,3061620,0,0,1700000,1746320,432.1,0,32,378434,115,115,30
1673840,3061620,0,0,1700000,1698528,434.9,0,32,378789,115,115,34
1636928,3061620,0,0,1700000,1725232,419.4,0,32,379078,115,115,42
1608120,3061620,0,0,1700000,1604808,398.8,0,32,379319,115,115,45
1848992,3122538,0,0,1700000,1903448,475.0,0,32,379573,115,115,43
1879872,3211873,0,0,1700000,1926384,488.7,0,32,379832,115,115,43
1641600,3211873,0,0,1700000,1728448,445.7,0,32,380107,115,115,47
1539176,3211873,0,0,1700000,1617032,421.1,0,32,380375,115,115,50
1713864,3211873,0,0,1700000,1781768,441.3,0,32,380591,123,123,51
1689408,3211873,0,0,1700000,1780888,453.2,0,32,380820,162,162,47
1631432,3211873,0,0,1700000,1757056,441.6,0,32,381054,181,181,46
1720152,3211873,0,0,1700000,1792864,447.6,0,32,381295,178,178,43
1719432,3211873,0,0,1700000,1766200,440.6,0,32,381538,157,157,41
1732088,3211873,0,0,1700000,1793176,442.1,0,32,381792,98,98,41
1676688,3211873,0,0,1700000,1740512,433.3,0,32,382047,114,114,40
1744336,3211873,0,0,1700000,1747928,440.7,0,32,382308,114,114,39
1665800,3211873,0,0,1700000,1749872,434.4,0,32,382575,114,114,40
1754800,3211873,0,0,1700000,1778760,444.8,0,32,382853,114,114,40
1725624,3211873,0,0,1700000,1800896,453.8,0,32,383164,114,114,35
1699136,3211873,0,0,1700000,1749912,442.4,0,32,383546,114,114,29
1710408,3211873,0,0,1700000,1782968,447.8,0,32,383956,129,116,26
971592,3211873,0,0,1700000,1014640,279.9,0,32,384378,129,129,29
1347376,3211873,0,0,1700000,1421304,343.4,0,32,384725,129,129,35
1266816,3211873,0,0,1700000,1334392,330.7,0,32,385094,144,135,37
1333072,3211873,0,0,1700000,1361808,341.0,0,32,385501,144,144,40
1306696,3211873,0,0,1700000,1373928,337.8,0,32,385887,144,144,41
1311152,3211873,0,0,1700000,1364304,346.4,0,32,386254,144,144,46
458744,2424000,0,0,1700000,479792,230.2,0,32,386487,144,144,65
1349328,2434226,0,0,1700000,1393648,301.8,0,32,386739,175,159,78
1361584,2434226,0,0,1700000,1369640,344.9,0,32,387033,225,225,72
1345728,2434226,0,0,1700000,1393936,341.3,0,32,387304,260,260,70
1360488,2434226,0,0,1700000,1392096,342.8,0,32,387584,276,276,68
1360920,2434226,0,0,1700000,1381520,344.3,0,32,387871,296,296,63
1321224,2434226,0,0,1700000,1383232,345.0,0,32,388172,311,311,58
1261576,2434226,0,0,1700000,1346656,341.1,0,32,388473,328,328,57
1299336,2462869,0,0,1700000,1388408,351.2,0,32,388786,328,328,56
1269056,2462869,0,0,1700000,1343160,343.9,0,32,389130,328,328,55
1284440,2462869,0,0,1700000,1304560,331.9,0,32,389469,308,308,55
1342256,2462869,0,0,1700000,1363760,345.7,0,32,389787,283,283,56
1351016,2462869,0,0,1700000,1395144,350.6,0,32,390132,259,259,52
1343848,2462869,0,0,1700000,1360312,342.6,0,32,390535,239,239,43
1357616,2462869,0,0,1700000,1368440,344.6,0,32,390962,239,239,40
1396336,2462869,0,0,1700000,1450936,353.8,0,32,391393,239,239,37
1344184,2462869,0,0,1700000,1369152,347.1,0,32,391824,239,239,39
1324872,2462869,0,0,1700000,1338912,339.0,0,32,392208,221,221,42
1361136,2462869,0,0,1700000,1416568,339.7,0,32,392636,221,221,41
1335688,2462869,0,0,1700000,1369128,339.6,0,32,393055,206,206,44
1380320,2462869,0,0,1700000,1404592,352.0,0,32,393445,206,206,43
1384056,2462869,0,0,1700000,1399744,351.2,0,32,393829,187,187,48
1314872,2462869,0,0,1700000,1359832,337.4,0,32,394173,187,187,47
1342528,2462869,0,0,1700000,1379112,346.7,0,32,394523,172,172,47
1372808,2462869,0,0,1700000,1443256,350.1,0,32,394852,172,172,50
1356840,2462869,0,0,1700000,1379592,341.9,0,32,395167,172,172,49
1313992,2462869,0,0,1700000,1367192,341.4,0,32,395441,172,172,53
1319096,2462869,0,0,1700000,1368208,347.4,0,32,395753,172,172,51
1341840,2462869,0,0,1700000,1397536,344.6,0,32,396071,155,155,53
1351160,2462869,0,0,1700000,1404544,352.3,0,32,396347,155,155,55
1343904,2462869,0,0,1700000,1355640,341.8,0,32,396679,155,155,50
1305624,2462869,0,0,1700000,1396584,340.6,0,32,397060,155,155,43
1359272,2462869,0,0,1700000,1406408,344.5,0,32,397477,155,155,43
1352824,2462869,0,0,1700000,1415184,341.7,0,32,397865,155,155,42
